patinfo_resadmin1,rowcacode1,report_date,Cases,Deaths,Recovered,Shape_Area,Shape_Leng,E_POP,Cum_Case,Cum_Death,Cum_Recovered,TRI_RIDX,TRI_IDX,TRI_IDX2
MARADI,NER004,2020-04-30,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,8.33
NIAMEY,NER008,2020-04-30,6.0,0.0,0.0,592.6403874,120.4281938,1026848,625.0,51.0,0.0,10.2703,100.0,100.0
MARADI,NER004,2020-05-01,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,8.33
DIFFA,NER002,2020-05-01,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,8.33
AGADEZ,NER001,2020-05-01,3.0,0.0,0.0,704348.2509399999,9255.252908,487620,4.0,0.0,0.0,0.0001,0.0,4.17
DOSSO,NER003,2020-05-01,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,12.0,0.0,0.0,0.0018,0.02,75.0
NIAMEY,NER008,2020-05-01,1.0,0.0,0.0,592.6403874,120.4281938,1026848,626.0,51.0,0.0,10.2867,100.0,100.0
TILLABERI,NER006,2020-05-01,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,12.5
TAHOUA,NER005,2020-05-01,1.0,0.0,0.0,116596.4907737,5473.7572299,3328365,13.0,0.0,0.0,0.0003,0.0,12.5
ZINDER,NER007,2020-05-01,2.0,1.0,0.0,158139.2761902,5456.7854675,3539764,22.0,4.0,0.0,0.0004,0.0,16.67
DOSSO,NER003,2020-05-02,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,12.0,0.0,0.0,0.0018,0.02,75.0
DIFFA,NER002,2020-05-02,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,8.33
MARADI,NER004,2020-05-02,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,8.33
TILLABERI,NER006,2020-05-02,1.0,0.0,0.0,96980.714617,6589.6379461,2722482,10.0,3.0,0.0,0.0004,0.0,16.67
TAHOUA,NER005,2020-05-02,0.0,1.0,0.0,116596.49077370002,5473.7572299,3328365,13.0,1.0,0.0,0.0003,0.0,12.5
NIAMEY,NER008,2020-05-02,0.0,1.0,0.0,592.6403874,120.4281938,1026848,626.0,52.0,0.0,10.2867,100.0,100.0
AGADEZ,NER001,2020-05-02,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,4.0,0.0,0.0,0.0001,0.0,4.17
ZINDER,NER007,2020-05-02,10.0,1.0,0.0,158139.2761902,5456.785467499999,3539764,32.0,5.0,0.0,0.0006,0.01,25.0
MARADI,NER004,2020-05-03,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,8.33
AGADEZ,NER001,2020-05-03,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,4.0,0.0,0.0,0.0001,0.0,4.17
DOSSO,NER003,2020-05-03,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,12.0,0.0,0.0,0.0018,0.02,75.0
DIFFA,NER002,2020-05-03,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,8.33
ZINDER,NER007,2020-05-03,2.0,0.0,0.0,158139.2761902,5456.7854675,3539764,34.0,5.0,0.0,0.0006,0.01,25.0
NIAMEY,NER008,2020-05-03,0.0,0.0,0.0,592.6403874,120.4281938,1026848,626.0,52.0,0.0,10.2867,100.0,100.0
TILLABERI,NER006,2020-05-03,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,10.0,3.0,0.0,0.0004,0.0,16.67
TAHOUA,NER005,2020-05-03,3.0,0.0,0.0,116596.4907737,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,16.67
DOSSO,NER003,2020-05-04,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,13.0,0.0,0.0,0.0019,0.02,75.0
AGADEZ,NER001,2020-05-04,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,4.0,0.0,0.0,0.0001,0.0,3.95
ZINDER,NER007,2020-05-04,2.0,0.0,0.0,158139.2761902,5456.7854675,3539764,36.0,5.0,0.0,0.0006,0.01,23.68
NIAMEY,NER008,2020-05-04,5.0,0.0,0.0,592.6403874,120.4281938,1026848,631.0,52.0,0.0,10.3689,100.0,100.0
DIFFA,NER002,2020-05-04,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.89
MARADI,NER004,2020-05-04,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,7.89
TILLABERI,NER006,2020-05-04,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,10.0,3.0,0.0,0.0004,0.0,15.79
TAHOUA,NER005,2020-05-04,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,15.79
DOSSO,NER003,2020-05-05,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,13.0,0.0,0.0,0.0019,0.02,75.0
TAHOUA,NER005,2020-05-05,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,15.79
ZINDER,NER007,2020-05-05,2.0,2.0,0.0,158139.2761902,5456.785467499999,3539764,38.0,7.0,0.0,0.0007,0.01,27.63
NIAMEY,NER008,2020-05-05,2.0,0.0,0.0,592.6403874,120.4281938,1026848,633.0,52.0,0.0,10.4017,100.0,100.0
AGADEZ,NER001,2020-05-05,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,4.0,0.0,0.0,0.0001,0.0,3.95
DIFFA,NER002,2020-05-05,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.89
MARADI,NER004,2020-05-05,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,7.89
TILLABERI,NER006,2020-05-05,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,10.0,3.0,0.0,0.0004,0.0,15.79
DOSSO,NER003,2020-05-06,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,13.0,0.0,0.0,0.0019,0.02,75.0
AGADEZ,NER001,2020-05-06,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,4.0,0.0,0.0,0.0001,0.0,3.95
NIAMEY,NER008,2020-05-06,0.0,0.0,0.0,592.6403874,120.4281938,1026848,633.0,52.0,0.0,10.4017,100.0,100.0
MARADI,NER004,2020-05-06,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,7.89
ZINDER,NER007,2020-05-06,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,38.0,7.0,0.0,0.0007,0.01,27.63
TAHOUA,NER005,2020-05-06,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,15.79
DIFFA,NER002,2020-05-06,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.89
TILLABERI,NER006,2020-05-06,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,10.0,3.0,0.0,0.0004,0.0,15.79
TAHOUA,NER005,2020-05-07,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,15.79
ZINDER,NER007,2020-05-07,7.0,0.0,0.0,158139.2761902,5456.785467499999,3539764,45.0,7.0,0.0,0.0008,0.01,31.58
TILLABERI,NER006,2020-05-07,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,10.0,3.0,0.0,0.0004,0.0,15.79
DOSSO,NER003,2020-05-07,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,13.0,0.0,0.0,0.0019,0.02,75.0
DIFFA,NER002,2020-05-07,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.89
AGADEZ,NER001,2020-05-07,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,4.0,0.0,0.0,0.0001,0.0,3.95
MARADI,NER004,2020-05-07,0.0,1.0,0.0,42089.06247363,2989.44915189,3402094,3.0,1.0,0.0,0.0002,0.0,7.89
NIAMEY,NER008,2020-05-07,3.0,1.0,0.0,592.6403874,120.4281938,1026848,636.0,53.0,0.0,10.451,100.0,100.0
TAHOUA,NER005,2020-05-08,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,15.79
ZINDER,NER007,2020-05-08,7.0,1.0,0.0,158139.2761902,5456.7854675,3539764,52.0,8.0,0.0,0.0009,0.01,35.53
DOSSO,NER003,2020-05-08,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,13.0,0.0,0.0,0.0019,0.02,75.0
DIFFA,NER002,2020-05-08,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.89
AGADEZ,NER001,2020-05-08,5.0,0.0,0.0,704348.2509399999,9255.252908,487620,9.0,0.0,0.0,0.0003,0.0,11.84
NIAMEY,NER008,2020-05-08,0.0,0.0,0.0,592.6403874,120.4281938,1026848,636.0,53.0,0.0,10.451,100.0,100.0
TILLABERI,NER006,2020-05-08,1.0,0.0,0.0,96980.714617,6589.6379461,2722482,11.0,3.0,0.0,0.0004,0.0,15.79
MARADI,NER004,2020-05-08,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,1.0,0.0,0.0002,0.0,7.89
DOSSO,NER003,2020-05-09,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,13.0,0.0,0.0,0.0019,0.02,75.0
MARADI,NER004,2020-05-09,0.0,1.0,0.0,42089.062473629994,2989.4491518900004,3402094,3.0,2.0,0.0,0.0002,0.0,7.89
NIAMEY,NER008,2020-05-09,5.0,1.0,0.0,592.6403874,120.4281938,1026848,641.0,54.0,0.0,10.5332,100.0,100.0
TILLABERI,NER006,2020-05-09,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,11.0,3.0,0.0,0.0004,0.0,15.79
TAHOUA,NER005,2020-05-09,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,15.79
AGADEZ,NER001,2020-05-09,8.0,0.0,0.0,704348.2509399999,9255.252908,487620,17.0,0.0,0.0,0.0005,0.0,19.74
ZINDER,NER007,2020-05-09,6.0,0.0,0.0,158139.2761902,5456.785467499999,3539764,58.0,8.0,0.0,0.001,0.01,39.47
DIFFA,NER002,2020-05-09,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.89
DIFFA,NER002,2020-05-10,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.89
TILLABERI,NER006,2020-05-10,1.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,19.74
ZINDER,NER007,2020-05-10,4.0,1.0,0.0,158139.2761902,5456.785467499999,3539764,62.0,9.0,0.0,0.0011,0.01,43.42
TAHOUA,NER005,2020-05-10,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,15.79
AGADEZ,NER001,2020-05-10,5.0,0.0,0.0,704348.2509399999,9255.252908,487620,22.0,0.0,0.0,0.0006,0.01,23.68
NIAMEY,NER008,2020-05-10,4.0,0.0,0.0,592.6403874,120.4281938,1026848,645.0,54.0,0.0,10.5989,100.0,100.0
MARADI,NER004,2020-05-10,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,2.0,0.0,0.0002,0.0,7.89
DOSSO,NER003,2020-05-10,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,13.0,0.0,0.0,0.0019,0.02,75.0
ZINDER,NER007,2020-05-11,2.0,0.0,0.0,158139.2761902,5456.7854675,3539764,64.0,9.0,0.0,0.0011,0.01,39.29
MARADI,NER004,2020-05-11,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,2.0,0.0,0.0002,0.0,7.14
TILLABERI,NER006,2020-05-11,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,17.86
DIFFA,NER002,2020-05-11,0.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,7.14
TAHOUA,NER005,2020-05-11,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,14.29
AGADEZ,NER001,2020-05-11,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,22.0,0.0,0.0,0.0006,0.01,21.43
DOSSO,NER003,2020-05-11,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,14.0,0.0,0.0,0.0021,0.02,75.0
NIAMEY,NER008,2020-05-11,7.0,1.0,0.0,592.6403874,120.4281938,1026848,652.0,55.0,0.0,10.714,100.0,100.0
ZINDER,NER007,2020-05-12,5.0,1.0,0.0,158139.2761902,5456.7854675,3539764,69.0,10.0,0.0,0.0012,0.01,42.86
TILLABERI,NER006,2020-05-12,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,17.86
TAHOUA,NER005,2020-05-12,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,14.29
MARADI,NER004,2020-05-12,1.0,0.0,0.0,42089.06247363,2989.44915189,3402094,4.0,2.0,0.0,0.0003,0.0,10.71
NIAMEY,NER008,2020-05-12,1.0,0.0,0.0,592.6403874,120.4281938,1026848,653.0,55.0,0.0,10.7304,100.0,100.0
DIFFA,NER002,2020-05-12,3.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,17.86
AGADEZ,NER001,2020-05-12,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,22.0,0.0,0.0,0.0006,0.01,21.43
DOSSO,NER003,2020-05-12,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,14.0,0.0,0.0,0.0021,0.02,75.0
ZINDER,NER007,2020-05-13,4.0,1.0,0.0,158139.2761902,5456.7854675,3539764,73.0,11.0,0.0,0.0013,0.01,46.43
TILLABERI,NER006,2020-05-13,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,17.86
AGADEZ,NER001,2020-05-13,5.0,0.0,0.0,704348.2509399999,9255.252908,487620,27.0,0.0,0.0,0.0008,0.01,28.57
MARADI,NER004,2020-05-13,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,4.0,2.0,0.0,0.0003,0.0,10.71
DOSSO,NER003,2020-05-13,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,14.0,0.0,0.0,0.0021,0.02,75.0
NIAMEY,NER008,2020-05-13,1.0,0.0,0.0,592.6403874,120.4281938,1026848,654.0,55.0,0.0,10.7468,100.0,100.0
TAHOUA,NER005,2020-05-13,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,14.29
DIFFA,NER002,2020-05-13,0.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,17.86
TAHOUA,NER005,2020-05-14,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,16.0,1.0,0.0,0.0004,0.0,14.29
AGADEZ,NER001,2020-05-14,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,27.0,0.0,0.0,0.0008,0.01,28.57
TILLABERI,NER006,2020-05-14,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,17.86
DIFFA,NER002,2020-05-14,0.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,17.86
NIAMEY,NER008,2020-05-14,1.0,1.0,0.0,592.6403874,120.4281938,1026848,655.0,56.0,0.0,10.7633,100.0,100.0
MARADI,NER004,2020-05-14,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,4.0,2.0,0.0,0.0003,0.0,10.71
ZINDER,NER007,2020-05-14,7.0,2.0,0.0,158139.2761902,5456.785467499999,3539764,80.0,13.0,0.0,0.0014,0.01,50.0
DOSSO,NER003,2020-05-14,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,14.0,0.0,0.0,0.0021,0.02,75.0
AGADEZ,NER001,2020-05-15,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,27.0,0.0,0.0,0.0008,0.01,27.27
MARADI,NER004,2020-05-15,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,4.0,2.0,0.0,0.0003,0.0,10.23
NIAMEY,NER008,2020-05-15,5.0,0.0,0.0,592.6403874,120.4281938,1026848,660.0,56.0,0.0,10.8454,100.0,100.0
DIFFA,NER002,2020-05-15,0.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,17.05
TILLABERI,NER006,2020-05-15,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,17.05
DOSSO,NER003,2020-05-15,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,15.0,0.0,0.0,0.0022,0.02,75.0
ZINDER,NER007,2020-05-15,5.0,0.0,0.0,158139.2761902,5456.7854675,3539764,85.0,13.0,0.0,0.0015,0.01,51.14
TAHOUA,NER005,2020-05-15,1.0,0.0,0.0,116596.4907737,5473.7572299,3328365,17.0,1.0,0.0,0.0004,0.0,13.64
MARADI,NER004,2020-05-16,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,4.0,2.0,0.0,0.0003,0.0,9.38
DIFFA,NER002,2020-05-16,0.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,15.62
TILLABERI,NER006,2020-05-16,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,15.62
DOSSO,NER003,2020-05-16,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,16.0,0.0,0.0,0.0024,0.02,75.0
TAHOUA,NER005,2020-05-16,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,17.0,1.0,0.0,0.0004,0.0,12.5
ZINDER,NER007,2020-05-16,2.0,0.0,0.0,158139.27619019998,5456.7854675,3539764,87.0,13.0,0.0,0.0016,0.01,50.0
NIAMEY,NER008,2020-05-16,5.0,0.0,0.0,592.6403874,120.4281938,1026848,665.0,56.0,0.0,10.9276,100.0,100.0
AGADEZ,NER001,2020-05-16,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,27.0,0.0,0.0,0.0008,0.01,25.0
ZINDER,NER007,2020-05-17,1.0,1.0,0.0,158139.2761902,5456.785467499999,3539764,88.0,14.0,0.0,0.0016,0.01,50.0
TILLABERI,NER006,2020-05-17,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,15.62
MARADI,NER004,2020-05-17,0.0,1.0,0.0,42089.06247363,2989.44915189,3402094,4.0,3.0,0.0,0.0003,0.0,9.38
DOSSO,NER003,2020-05-17,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,16.0,0.0,0.0,0.0024,0.02,75.0
TAHOUA,NER005,2020-05-17,1.0,0.0,0.0,116596.4907737,5473.7572299,3328365,18.0,1.0,0.0,0.0005,0.0,15.62
DIFFA,NER002,2020-05-17,0.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,15.62
NIAMEY,NER008,2020-05-17,0.0,0.0,0.0,592.6403874,120.4281938,1026848,665.0,56.0,0.0,10.9276,100.0,100.0
AGADEZ,NER001,2020-05-17,3.0,0.0,0.0,704348.2509399999,9255.252908,487620,30.0,0.0,0.0,0.0009,0.01,28.12
TILLABERI,NER006,2020-05-18,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,15.0
DOSSO,NER003,2020-05-18,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,17.0,0.0,0.0,0.0025,0.02,75.0
AGADEZ,NER001,2020-05-18,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,30.0,0.0,0.0,0.0009,0.01,27.0
NIAMEY,NER008,2020-05-18,0.0,0.0,0.0,592.6403874,120.4281938,1026848,665.0,56.0,0.0,10.9276,100.0,100.0
DIFFA,NER002,2020-05-18,0.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,15.0
MARADI,NER004,2020-05-18,1.0,0.0,0.0,42089.06247363,2989.44915189,3402094,5.0,3.0,0.0,0.0003,0.0,9.0
TAHOUA,NER005,2020-05-18,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,18.0,1.0,0.0,0.0005,0.0,15.0
ZINDER,NER007,2020-05-18,3.0,1.0,0.0,158139.2761902,5456.7854675,3539764,91.0,15.0,0.0,0.0016,0.01,48.0
NIAMEY,NER008,2020-05-19,0.0,0.0,0.0,592.6403874,120.4281938,1026848,665.0,56.0,0.0,10.9276,100.0,100.0
DOSSO,NER003,2020-05-19,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,17.0,0.0,0.0,0.0025,0.02,75.0
ZINDER,NER007,2020-05-19,2.0,1.0,0.0,158139.2761902,5456.7854675,3539764,93.0,16.0,0.0,0.0017,0.02,51.0
MARADI,NER004,2020-05-19,1.0,0.0,0.0,42089.06247363,2989.44915189,3402094,6.0,3.0,0.0,0.0004,0.0,12.0
TILLABERI,NER006,2020-05-19,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,15.0
AGADEZ,NER001,2020-05-19,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,30.0,0.0,0.0,0.0009,0.01,27.0
DIFFA,NER002,2020-05-19,0.0,0.0,0.0,158593.437198,3653.0262697,593821,5.0,0.0,0.0,0.0005,0.0,15.0
TAHOUA,NER005,2020-05-19,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,18.0,1.0,0.0,0.0005,0.0,15.0
TAHOUA,NER005,2020-05-20,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,18.0,1.0,0.0,0.0005,0.0,15.0
DOSSO,NER003,2020-05-20,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,17.0,0.0,0.0,0.0025,0.02,75.0
ZINDER,NER007,2020-05-20,5.0,1.0,0.0,158139.2761902,5456.7854675,3539764,98.0,17.0,0.0,0.0018,0.02,54.0
TILLABERI,NER006,2020-05-20,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,3.0,0.0,0.0005,0.0,15.0
DIFFA,NER002,2020-05-20,1.0,0.0,0.0,158593.437198,3653.0262697,593821,6.0,0.0,0.0,0.0006,0.01,18.0
AGADEZ,NER001,2020-05-20,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,30.0,0.0,0.0,0.0009,0.01,27.0
MARADI,NER004,2020-05-20,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,6.0,3.0,0.0,0.0004,0.0,12.0
NIAMEY,NER008,2020-05-20,0.0,0.0,0.0,592.6403874,120.4281938,1026848,665.0,56.0,0.0,10.9276,100.0,100.0
ZINDER,NER007,2020-05-21,2.0,0.0,0.0,158139.2761902,5456.7854675,3539764,100.0,17.0,0.0,0.0018,0.02,54.0
TILLABERI,NER006,2020-05-21,0.0,1.0,0.0,96980.714617,6589.6379461,2722482,12.0,4.0,0.0,0.0005,0.0,15.0
DIFFA,NER002,2020-05-21,0.0,0.0,0.0,158593.437198,3653.0262697,593821,6.0,0.0,0.0,0.0006,0.01,18.0
DOSSO,NER003,2020-05-21,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,17.0,0.0,0.0,0.0025,0.02,75.0
MARADI,NER004,2020-05-21,1.0,0.0,0.0,42089.06247363,2989.44915189,3402094,7.0,3.0,0.0,0.0005,0.0,15.0
TAHOUA,NER005,2020-05-21,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,18.0,1.0,0.0,0.0005,0.0,15.0
NIAMEY,NER008,2020-05-21,1.0,0.0,0.0,592.6403874,120.4281938,1026848,666.0,56.0,0.0,10.944,100.0,100.0
AGADEZ,NER001,2020-05-21,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,30.0,0.0,0.0,0.0009,0.01,27.0
TAHOUA,NER005,2020-05-22,1.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,19.0,1.0,0.0,0.0005,0.0,15.0
ZINDER,NER007,2020-05-22,7.0,0.0,0.0,158139.2761902,5456.785467499999,3539764,107.0,17.0,0.0,0.0019,0.02,57.0
MARADI,NER004,2020-05-22,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,7.0,3.0,0.0,0.0005,0.0,15.0
DIFFA,NER002,2020-05-22,1.0,0.0,0.0,158593.437198,3653.0262697,593821,7.0,0.0,0.0,0.0007,0.01,21.0
NIAMEY,NER008,2020-05-22,1.0,0.0,0.0,592.6403874,120.4281938,1026848,667.0,56.0,0.0,10.9605,100.0,100.0
TILLABERI,NER006,2020-05-22,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,4.0,0.0,0.0005,0.0,15.0
DOSSO,NER003,2020-05-22,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,17.0,0.0,0.0,0.0025,0.02,75.0
AGADEZ,NER001,2020-05-22,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,30.0,0.0,0.0,0.0009,0.01,27.0
TAHOUA,NER005,2020-05-23,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,19.0,1.0,0.0,0.0005,0.0,15.0
TILLABERI,NER006,2020-05-23,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,4.0,0.0,0.0005,0.0,15.0
MARADI,NER004,2020-05-23,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,7.0,3.0,0.0,0.0005,0.0,15.0
NIAMEY,NER008,2020-05-23,1.0,0.0,0.0,592.6403874,120.4281938,1026848,668.0,56.0,0.0,10.9769,100.0,100.0
AGADEZ,NER001,2020-05-23,1.0,0.0,0.0,704348.2509399999,9255.252908,487620,31.0,0.0,0.0,0.0009,0.01,27.0
DIFFA,NER002,2020-05-23,0.0,0.0,0.0,158593.437198,3653.0262697,593821,7.0,0.0,0.0,0.0007,0.01,21.0
ZINDER,NER007,2020-05-23,0.0,2.0,0.0,158139.2761902,5456.7854675,3539764,107.0,19.0,0.0,0.0019,0.02,57.0
DOSSO,NER003,2020-05-23,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,17.0,0.0,0.0,0.0025,0.02,75.0
ZINDER,NER007,2020-05-24,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,107.0,19.0,0.0,0.0019,0.02,57.0
NIAMEY,NER008,2020-05-24,5.0,0.0,0.0,592.6403874,120.4281938,1026848,673.0,56.0,0.0,11.059,100.0,100.0
DIFFA,NER002,2020-05-24,0.0,0.0,0.0,158593.437198,3653.0262697,593821,7.0,0.0,0.0,0.0007,0.01,21.0
MARADI,NER004,2020-05-24,0.0,1.0,0.0,42089.06247363,2989.44915189,3402094,7.0,4.0,0.0,0.0005,0.0,15.0
AGADEZ,NER001,2020-05-24,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,31.0,0.0,0.0,0.0009,0.01,27.0
DOSSO,NER003,2020-05-24,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,17.0,0.0,0.0,0.0025,0.02,75.0
TILLABERI,NER006,2020-05-24,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,12.0,4.0,0.0,0.0005,0.0,15.0
